:START_ID,:END_ID,:TYPE,subject_entity,object_entity,source_type
riley,100,pay,ORG,PRODUCT,News
dealerships,vehicles,buy,PERSON,GPE,News
wheels,something,try,ORG,PERSON,News
marc lore,startup,sell,ORG,PERSON,News
partners,tesla,land,ORG,PRODUCT,News
aviv,sparkcharge,start,ORG,ORG,News
csaa,rick astley,film,ORG,PERSON,News
investment,jackson county,lose,ORG,GPE,News
ford,suppliers,switch,ORG,NORP,News
intel,control,retain,ORG,ORG,News
lightnings,ford,deliver,PERSON,ORG,News
switzerland,america,scold,GPE,GPE,News
demand,supply,exceed,ORG,ORG,News
california,the united states,lead,GPE,GPE,News
the state,vehicles,sell,GPE,GPE,News
randy,macro musings,join,PERSON,PERSON,News
paul oneill,brady,ask,PERSON,PERSON,News
manufacturers,research,nee,ORG,ORG,News
skywater,indiana,select,ORG,GPE,News
ohio,taiwan semiconductor manufacturing company,offer,GPE,ORG,News
manufacturing,california,! orient,ORG,GPE,News
utilities,power,sell,ORG,GPE,News
companies,cash,find,ORG,PERSON,News
berlin,customers,shield,GPE,ORG,News
berlin,businesses,shield,GPE,PERSON,News
jackson hole,chair jerome powell,speak,ORG,PERSON,News
visibility,tools,provide,ORG,GPE,News
companies,products,source,ORG,ORG,News
houses,power,restore,ORG,GPE,News
businesses,power,restore,PERSON,GPE,News
customers,data,serve,ORG,ORG,News
customers,data,track,ORG,ORG,News
bain,companies,remind,GPE,ORG,News
the u.s.,taiwan,defend,ORG,GPE,News
taiwan,china,invade,GPE,GPE,News
ford,vehicles,build,ORG,GPE,News
ford,earnings,change,ORG,ORG,News
customers,vehicles,deliver,ORG,GPE,News
the u.s.,capacity,build,ORG,ORG,News
stellantis n.v. report,price,suggest,ORG,PERSON,News
fords f,price,suggest,PRODUCT,PERSON,News
general motors,price,suggest,ORG,PERSON,News
utilities,vehicles,power,ORG,GPE,News
reinarts,vehicles,nee,ORG,GPE,News
consumers,working,facilitate,GPE,ORG,News
general motors,5.7,lose,ORG,PRODUCT,News
customers,inventory,build,ORG,ORG,News
gears,consumers,change,ORG,GPE,News
ford,explorers,build,ORG,PRODUCT,News
evs,challenges,face,PERSON,PERSON,News
suppliers,micron,bring,NORP,ORG,News
schumer,the associated press,tell,PERSON,ORG,News
riverbed,business,lose,PERSON,GPE,News
ford f,consumers,hit,ORG,GPE,News
ford f,buyers,hit,ORG,ORG,News
inventory,suppliers,load,ORG,NORP,News
the united states,semiconductors,produce,GPE,GPE,News
russians,chips,clawing,NORP,ORG,News
germanys harting,companies,include,PERSON,ORG,News
2019,companies,acquire,PRODUCT,ORG,News
china,technologies,transfer,GPE,ORG,News
giovanni velez,thestreet,tell,PERSON,NORP,News
banks,thestreet,tell,ORG,NORP,News
earnings,tsm,report,ORG,ORG,News
risk,policymakers,slow,PRODUCT,ORG,News
horizon,something,deliver,PRODUCT,PERSON,News
global chip shortage,manufacturers,leave,ORG,ORG,News
the u.s.,china,prevent,ORG,GPE,News
chips,manufacturing,measure,ORG,ORG,News
brinkmans,custom alarm,include,NORP,PERSON,News
tesla,sales,grow,PRODUCT,PRODUCT,News
china,taiwan,claim,GPE,GPE,News
steps,taiwan,annex,PERSON,GPE,News
china,the us,slap,GPE,ORG,News
mckenzie,bidens,tell,PERSON,PERSON,News
the white house,manchin,excoriate,ORG,PERSON,News
donilon,aides,worry,PERSON,PERSON,News
steps,aides,attribute,PERSON,PERSON,News
layoffs,the company,! plan,ORG,ORG,News
retailers,manufacturers,deliver,PERSON,ORG,News
nvidia,chipmakers,include,ORG,PRODUCT,News
intel,gelsinger,hire,ORG,PERSON,News
gelsinger,intel,run,PERSON,ORG,News
gelsinger,intel,succeed,PERSON,ORG,News
intel,gelsinger,leave,ORG,PERSON,News
gelsinger,employees,tell,PERSON,ORG,News
actions,employees,address,PERSON,ORG,News
manufacturers,times,tackle,ORG,ORG,News
china,tech,prioritize,GPE,ORG,News
china,innovation,prioritize,GPE,NORP,News
china,executives,lose,GPE,ORG,News
businesses,money,borrow,PERSON,ORG,News
business,investment,require,GPE,ORG,News
industry,investment,require,ORG,ORG,News
tourism,businesses,attach,NORP,PERSON,News
massachusetts,fields,know,GPE,ORG,News
topics,risks,include,ORG,PRODUCT,News
nintendo,fewer switch consoles,sell,NORP,ORG,News
companies,iot,roll,ORG,ORG,News
scale,iot,deploy,ORG,ORG,News
onomondo,growth,drive,ORG,ORG,News
recent federal reserve,inflation,rein,ORG,ORG,News
customers,analog,mind,ORG,ORG,News
the netherlands,philips,base,GPE,GPE,News
philips,users,register,GPE,ORG,News
billions,ford,spend,GPE,ORG,News
revenue,fun,! be,PRODUCT,PERSON,News
revenue,customers,lose,PRODUCT,ORG,News
chips,innovation,bring,ORG,NORP,News
money,the commission,earmark,ORG,ORG,News
lora dicarlos,techcrunch,tell,PERSON,ORG,News
raimondo,kelly,join,PERSON,PERSON,News
taiwan,tsmc,produce,GPE,ORG,News
californiabased amd,share,gain,ORG,ORG,News
amd,earnings,miss,ORG,ORG,News
nvidia,earnings,announce,ORG,ORG,News
microsoft,earnings,report,ORG,ORG,News
ups,revenue,post,ORG,PRODUCT,News
windows,microsoft corp.,carry,PRODUCT,ORG,News
moorhead,business insider,tell,ORG,ORG,News
business insider,moorhead,tell,ORG,ORG,News
swan,moorhead,tell,PERSON,ORG,News
apple,executives,send,ORG,ORG,News
intel,growth,meet,ORG,ORG,News
huaweis,business,smartphone,NORP,GPE,News
boot camp,armpowered macs,support,PRODUCT,PERSON,News
the motley fool,intel,recommend,ORG,ORG,News
globalfoundries,capacity,expand,ORG,ORG,News
huawei,honor,sell,GPE,ORG,News
ford,time,schedule,ORG,ORG,News
youtube,trump,suspend,ORG,ORG,News
huawei,chips,stockpile,GPE,ORG,News
companies,chips,weigh,ORG,ORG,News
toyota motor corp.,lines,halt,ORG,GPE,News
taiwans economics ministry,taipei reuters  ,tell,ORG,ORG,News
germany,taiwan,persuade,GPE,GPE,News
taiwans economics ministry,reuters,tell,ORG,ORG,News
earnings,microsoft corp,report,ORG,ORG,News
byd,batteries,produce,ORG,GPE,News
companies,working,remote,ORG,ORG,News
tsmc,news,outsource,ORG,ORG,News
the european union,taiwan,increase,ORG,GPE,News
tokyo,tsmc,attract,GPE,ORG,News
mazda motor corp cx5,models,include,ORG,PERSON,News
google maps,information,offer,PERSON,ORG,News
drivers,apps,access,PERSON,ORG,News
ford motor co.,team upshift,create,ORG,ORG,News
qualcomm,businesses,building,PERSON,PERSON,News
businesses,chips,supply,PERSON,ORG,News
palkhiwala,reuters,tell,GPE,ORG,News
fords,earnings,project,NORP,ORG,News
the united states,taiwan,thank,GPE,GPE,News
tsmc,companies,include,ORG,ORG,News
ford,f150 raptor,overhaul,ORG,PRODUCT,News
shell,earnings,adjust,ORG,ORG,News
kraft heinz,planters peanuts,sell,ORG,ORG,News
the supreme court,sports,legalize,ORG,ORG,News
dialog semiconductor,renesas,buy,GPE,GPE,News
earnings,general motors,report,ORG,ORG,News
employers,6.6,hire,GPE,PRODUCT,News
firms,hiring,slash,ORG,PERSON,News
kellen browning,reporting,contribute,PERSON,ORG,News
los angeles,janet herold,reassign,GPE,PERSON,News
workers,jobs,lose,ORG,PERSON,News
get report,general motors,rethink,ORG,ORG,News
expectations,stocks,rally,PERSON,PERSON,News
targets,banks,restore,NORP,ORG,News
natwest,barclays,follow,ORG,PERSON,News
boliden ab,5.4,gain,ORG,PRODUCT,News
biden,buttigieg,host,PERSON,PERSON,News
momentum,trump,impeach,PRODUCT,ORG,News
get report,earnings,post,ORG,ORG,News
employers,workers,reimburse,GPE,ORG,News
greenvision acquisition corp.,capital,use,ORG,ORG,News
2020,helbiz,generate,PRODUCT,GPE,News
apple,apple app store,introduce,ORG,ORG,News
covid19,china,hit,PERSON,GPE,News
capacity,growth,capture,ORG,ORG,News
paris reuters   ,jobs,slash,ORG,PERSON,News
2021,sales,hit,PRODUCT,PRODUCT,News
demand,goods,household,ORG,ORG,News
june,vaccinations,start,PRODUCT,ORG,News
companies,services,squeeze,ORG,ORG,News
covid19,companies,force,PERSON,ORG,News
apple,focus,privacyle,ORG,PRODUCT,News
actions,gaps,close,PERSON,ORG,News
the white house,biden,meet,ORG,PERSON,News
washington,research,fund,GPE,ORG,News
congress,money,appropriate,ORG,ORG,News
the congressional black caucus,young,favor,ORG,ORG,News
the white house,products,! produce,ORG,ORG,News
chair jerome powell,lawmakers,tell,PERSON,PERSON,News
stellantis,the free press,refer,NORP,ORG,News
analyst dan ives,model y,lowestprice,PERSON,PRODUCT,News
hyundai,buying,increase,ORG,NORP,News
hyundai,suppliers,diversify,ORG,NORP,News
hyundai,inventory,check,ORG,ORG,News
nations,biden,work,ORG,PERSON,News
biden,china,! mention,PERSON,GPE,News
lawmakers,the white house,urge,PERSON,ORG,News
ford,inventory,reduce,ORG,ORG,News
steps,u.s.,protect,PERSON,GPE,News
makers,shortages,face,ORG,ORG,News
the federal reserve,cash,pump,ORG,PERSON,News
arciaga,cash,pay,GPE,PERSON,News
plants,macaluso,shutter,ORG,PERSON,News
covid,mexico,impact,PERSON,PERSON,News
consumers,money,save,GPE,ORG,News
things,products,buy,GPE,ORG,News
supply,demand,outweigh,ORG,ORG,News
the u.s.,johnson,approve,ORG,PERSON,News
manufacturers,demand,meet,ORG,ORG,News
investment,manufacturers,boost,ORG,ORG,News
the trump administration,smic,place,ORG,ORG,News
marvell technology group,revenue,report,ORG,PRODUCT,News
shortages,ford motor co,slash,ORG,ORG,News
the company,time,grow,ORG,ORG,News
jonathan,weve,track,PERSON,PERSON,News
baron,cnbc,tell,PERSON,ORG,News
general motors,downtime,extend,ORG,ORG,News
the company,downtime,extend,ORG,ORG,News
products,chips,destine,ORG,ORG,News
chips,data,store,ORG,ORG,News
amazon,chips,use,ORG,ORG,News
smic,applied materials,count,ORG,ORG,News
xpeng,numbers,report,PERSON,ORG,News
xpeng,shares,sell,PERSON,PERSON,News
earnings,intel,report,ORG,ORG,News
companies,chips,design,ORG,ORG,News
chip shortages,intel,expect,PERSON,ORG,News
employers,pay,boost,GPE,GPE,News
congress,americans,incentivize,ORG,NORP,News
americans,inflation,expect,NORP,ORG,News
china,tsmc,press,GPE,ORG,News
taipei,beijing,blame,ORG,GPE,News
hall,cnn business,tell,PERSON,ORG,News
taiwan,get report,benefit,GPE,ORG,News
manufacturers,job openings,fill,ORG,ORG,News
singapore,broadcom,domicile,GPE,ORG,News
models,americans,buy,PERSON,NORP,News
rebecca bellan,young,interview,PERSON,ORG,News
moorhead,techcrunch,tell,ORG,ORG,News
manufacturers,billions,! pump,ORG,GPE,News
consumers,vehicles,buy,GPE,GPE,News
texas,foam,ramp,GPE,PERSON,News
jablonski,thestreet,tell,PERSON,NORP,News
intel corp intc.o,globalfoundries,acquire,ORG,ORG,News
tonsor,marketwatch,tell,PERSON,ORG,News
value,money,save,PERSON,ORG,News
cole villena,business,cover,GPE,GPE,News
jim cramer,the company,found,PERSON,ORG,News
subscriptions,value,provide,ORG,PERSON,News
jordan,earnings,deliver,GPE,ORG,News
get report,earnings,jawdropping,ORG,ORG,News
june,reuterstoru hanaiexports,rise,PRODUCT,ORG,News
consumers,brands,remain,GPE,ORG,News
downtime,nissan,schedule,ORG,ORG,News
rivian,customers,tell,NORP,ORG,News
rawlinson,insider,tell,ORG,PERSON,News
tesla,vehicles,produce,PRODUCT,GPE,News
batteries,tesla,use,GPE,PRODUCT,News
intel,revenue,report,ORG,PRODUCT,News
fiorani,insider,tell,PERSON,PERSON,News
valente,marketwatch,tell,PERSON,ORG,News
families,electronics,buy,ORG,ORG,News
goods,something,buy,ORG,PERSON,News
tesla,subscriptions,offering,PRODUCT,ORG,News
general motors,ford motor co.,sue,ORG,ORG,News
critics,tesla,attack,ORG,PRODUCT,News
growth,chips,serve,ORG,ORG,News
customers,powerwall,tell,ORG,ORG,News
musk,supply,double,ORG,ORG,News
growth,business,slow,ORG,GPE,News
apple,chips for,stockpile,ORG,ORG,News
cook,reuters,tell,PERSON,ORG,News
gamers,nvidia,buy,ORG,ORG,News
reuters,cook,tell,ORG,PERSON,News
chip shortages,macs,sell,PERSON,PERSON,News
earnings,expectations,exceed,ORG,PERSON,News
amazon,bitcoin,accept,ORG,GPE,News
amazon,crypto,explore,ORG,GPE,News
apple inc,growth,forecast,ORG,ORG,News
intel corp.,advanced micro devices,fight,ORG,ORG,News
canada,americans,enter,GPE,NORP,News
qualcomm,revenue,predict,PERSON,PRODUCT,News
analyst daniel ives,apples,applaud,ORG,GPE,News
getty imagesit,sony interactive entertainment,sell,PERSON,ORG,News
toyota,rav4,shipping,ORG,PERSON,News
the white house,donald trump,win,ORG,PERSON,News
demand,supply,! meet,ORG,ORG,News
ford,earnings,report,ORG,ORG,News
tokyo,the olympic games,host,GPE,EVENT,News
qualcomm,earnings,expectationtoppe,PERSON,ORG,News
xilinx xlnx,earnings,report,PERSON,ORG,News
companies,products,manufacture,ORG,ORG,News
apple,tesla,buy,ORG,PRODUCT,News
employers,workers,hire,GPE,ORG,News
the fed,inflation,rein,ORG,ORG,News
americans,things,imagine,NORP,GPE,News
government,money,print,ORG,ORG,News
splach,indiegogo,fund,PERSON,ORG,News
fisker,company,turn,ORG,ORG,News
motors,lucid group,expand,ORG,ORG,News
sales,inventory,outpace,PRODUCT,ORG,News
carmaker stellantis,carmaker,lift,ORG,ORG,News
success,chips,sell,ORG,ORG,News
bmw,5.2,slide,ORG,PRODUCT,News
market,software,build,PERSON,ORG,News
marvell,innovium,buy,ORG,GPE,News
tokyo,japan inc.,stop,GPE,ORG,News
tokyo,wages,stop,GPE,PERSON,News
retailmenots mcgrath,usa today,tell,PRODUCT,ORG,News
report,expectations,exceed,ORG,PERSON,News
inc tsla.o.,money,waste,PERSON,ORG,News
yang,reuters,tell,PERSON,ORG,News
the white house,manufacturing,revitalize,ORG,ORG,News
the white house,shortages,face,ORG,ORG,News
transportation,firms,range,ORG,ORG,News
focus,compliance,merit,PRODUCT,PRODUCT,News
time,the central bank,aim,ORG,ORG,News
ben casselman,reporting,contribute,PERSON,ORG,News
customers,needs,press,ORG,PERSON,News
mays,marketwatch,tell,PERSON,ORG,News
hiring,employers,gain,PERSON,GPE,News
cnn business,users,convince,ORG,ORG,News
jim cramer,ford,list,PERSON,ORG,News
ford,ford f150 lightning,unveil,ORG,ORG,News
general motors,stations,charge,ORG,PERSON,News
chip shortages,entegris,hit,PERSON,ORG,News
spending,pace,! keep,GPE,ORG,News
employers,wages,raise,GPE,PERSON,News
canada drives,canada,use,PERSON,GPE,News
green,techcrunch,tell,PERSON,ORG,News
amd,revenue,report,ORG,PRODUCT,News
report,earnings,post,ORG,ORG,News
home depot,shoppers,visit,PERSON,PERSON,News
globalfoundries,arm,lend,ORG,ORG,News
taiwans foreign ministry,reuters,tell,ORG,ORG,News
u.s.,taiwan,send,GPE,GPE,News
globalfoundries inc,mubadala,merge,ORG,PERSON,News
nvidia,revenue,forecast,ORG,PRODUCT,News
concerns,large,loom,PERSON,ORG,News
wang,al jazeera,tell,PERSON,ORG,News
apple,apples,sell,ORG,GPE,News
stocks,expectations,fail,PERSON,PERSON,News
manufacturers,chip shortages,face,ORG,PERSON,News
hardware,tesla,join,ORG,PRODUCT,News
goods,companies,manufacture,ORG,ORG,News
salem,cnbc,tell,GPE,ORG,News
mason trinca,cnbc,tell,ORG,ORG,News
chips,products,use,ORG,ORG,News
customers,something,find,ORG,PERSON,News
safety,veo,focus,PERSON,PERSON,News
nyc,bird,! launch,ORG,ORG,News
google maps,bird,integrate,PERSON,ORG,News
lime,moovit,join,ORG,GPE,News
the uk government,ree automotive,award,ORG,ORG,News
volkswagen,reuters volkswagen,tell,ORG,ORG,News
tesla,company,! be,PRODUCT,ORG,News
bill ackman,warren buffett,explain,PERSON,PERSON,News
de geus,synopsys,start,PERSON,PERSON,News
harris,fears,allay,PERSON,PERSON,News
investment,samsung group,increase,ORG,ORG,News
venturebeat,nag,tell,ORG,ORG,News
email,nag,tell,ORG,ORG,News
consumers,apple,pass,GPE,ORG,News
truecar,consumers,enable,ORG,GPE,News
vietnam,manufacturers,tell,GPE,ORG,News
the trump administration,huawei,exclude,ORG,GPE,News
jeremy olivier,verdict,tell,PERSON,ORG,News
taiwan,covid,weather,GPE,PERSON,News
banks,data,spending,ORG,ORG,News
hii,danny hernandez,succeed,ORG,PERSON,News
hii,beci brenton,succeed,ORG,PERSON,News
enders,trading,advise,ORG,PRODUCT,News
intel corp.,the biden administration,lobby,ORG,ORG,News
gitlin,cnn business,tell,PERSON,ORG,News
baker,snapeda,create,PERSON,PERSON,News
jack dorsey,giant,find,PERSON,ORG,News
jack dorsey,giant,run,PERSON,ORG,News
trimble,sales,expand,ORG,PRODUCT,News
customers inventories,backlogs,expand,ORG,PERSON,News
chip shortages,toyota,slash,PERSON,ORG,News
tesla inc report,gigafactory,share,ORG,PERSON,News
inventory,companies,scramble,ORG,ORG,News
radnet,artificial intelligence,deploy,ORG,ORG,News
radnet,machine,deploy,ORG,ORG,News
toyota tm  ,aapl report,visit,ORG,ORG,News
chip shortages,toyota,close,PERSON,ORG,News
barack obama,biden,serve,PERSON,PERSON,News
downtime,privacy policygeneral motors,add,ORG,ORG,News
employers,pay,raise,GPE,GPE,News
chip shortages,getty imagestoyota,close,PERSON,PERSON,News
chip shortages,curb auto emissions,force,PERSON,ORG,News
weir,the company,like,PERSON,ORG,News
keith bosse,starlink,tell,PERSON,PERSON,News
keith bosse,insider,tell,PERSON,PERSON,News
nios,push,fundraise,PERSON,ORG,News
spacex,manufacturing,boost,ORG,ORG,News
covid19,everyone,vaccinate,PERSON,ORG,News
volkswagen,the supreme court,reverse,ORG,ORG,News
stores,apps,offer,ORG,ORG,News
the u.s.,apple,build,ORG,ORG,News
the u.s.,apple,export,ORG,ORG,News
intel,chip shortages,suffer,ORG,PERSON,News
microsoft,users,buy,ORG,ORG,News
app stores,apple,host,ORG,ORG,News
apple,developers,prohibit,ORG,PERSON,News
apple,developers,block,ORG,PERSON,News
new iphones,apple,introduce,GPE,ORG,News
users,dispo,sell,ORG,GPE,News
apple music,shazam,address,ORG,ORG,News
amazon,android,support,ORG,ORG,News
continental,partnerships,pursue,ORG,NORP,News
developers,users,route,PERSON,ORG,News
2022,supply,constrict,PRODUCT,ORG,News
capacity,infineon,add,ORG,ORG,News
general motors,chips,buy,ORG,ORG,News
railroads,goods,haul,ORG,ORG,News
stowell,falck,praise,PERSON,PERSON,News
hertz,buyers,find,GPE,ORG,News
hearsch,reuters,tell,PERSON,ORG,News
instacart,retailers,building,ORG,PERSON,News
markets,news,welcome,ORG,ORG,News
chipmakers,pace,! keep,PRODUCT,ORG,News
f learn,jim cramer,buy,PERSON,PERSON,News
f learn,jim cramer,sell,PERSON,PERSON,News
the white house,semiconductor,head,ORG,ORG,News
the white house,companies,clarify,ORG,ORG,News
the white house,demand,clarify,ORG,ORG,News
the biden administration,congress,enact,ORG,ORG,News
getty imagesmusk,elkann,thank,PERSON,PERSON,News
time,nothing,cure,ORG,GPE,News
new york,long beach,surpass,GPE,GPE,News
chinain,goods,come,PERSON,ORG,News
customers,shortages,expect,ORG,ORG,News
the white house,apple,invite,ORG,ORG,News
inflation,the federal reserve,increase,ORG,ORG,News
neidermeyer,techcrunch,tell,ORG,ORG,News
fittipaldi,techcrunch,tell,PERSON,ORG,News
safety,tech,address,PERSON,ORG,News
ford motor co.,redwood materials,tap,ORG,ORG,News
nycbased pave motors,battery modules,replace,ORG,PRODUCT,News
onstar,onstar guardian,expand,PERSON,ORG,News
blackberry limited report,revenues,release,ORG,PERSON,News
revenues,expectations,lag,PERSON,PERSON,News
farley,the free press,tell,PERSON,ORG,News
dealerships,vehicles,sell,PERSON,GPE,News
dealerships,vehicles,want,PERSON,GPE,News
the united states,firms,provide,GPE,ORG,News
information,companies,provide,ORG,ORG,News
warren,powell,tell,PERSON,PERSON,News
powell,lawmakers,tell,PERSON,PERSON,News
vehicles,lots,fly,GPE,PERSON,News
hyundai,sales,report,ORG,PRODUCT,News
plants,vehicles,hold,ORG,GPE,News
chip shortages,plants,idle,PERSON,ORG,News
tesla,expectations,beat,PRODUCT,PERSON,News
tesla inc.,sales,break,ORG,PRODUCT,News
employees,everyone,urge,ORG,ORG,News
congress,frances haugen,testify,ORG,PERSON,News
vijayan,techcrunch,tell,PERSON,ORG,News
the white house,congress,fund,ORG,ORG,News
rfi,information,seek,ORG,ORG,News
manufacturers,front,backend,ORG,ORG,News
tibco,switch,deploy,ORG,ORG,News
covid,ohio,strike,PERSON,GPE,News
farmers,signs,spot,ORG,PERSON,News
labor,farmers,tell,ORG,ORG,News
glofo,cash,generate,GPE,PERSON,News
newlands,program,comment,PERSON,ORG,News
nucor,stock,buy,ORG,ORG,News
woronka,hannah sampson,tell,GPE,PERSON,News
hertz,demand,predict,GPE,ORG,News
updates,apple,release,GPE,ORG,News
chips,carmakers,source,ORG,ORG,News
consumers,games,purchase,GPE,PRODUCT,News
elon musk,giga texas,dub,PERSON,PERSON,News
inflation,everyones,worry,ORG,GPE,News
inflation,everyone,obsess,ORG,ORG,News
2021,model y,cut,PRODUCT,PRODUCT,News
trump,americans,leave,ORG,NORP,News
china,america,rip,GPE,GPE,News
the us,china,import,ORG,GPE,News
china,leadership,regain,GPE,ORG,News
tynan,insider,tell,PERSON,PERSON,News
manufacturers,the free press,tell,ORG,ORG,News
marketwatch,services,highlight,ORG,ORG,News
semiconductors,tablets,stay,GPE,NORP,News
inflation,risks,pose,ORG,PRODUCT,News
gartner,chromebooks  ,! factor,PERSON,PERSON,News
goldman sachs gs.n,earnings,publish,ORG,ORG,News
chip shortages,carmakers,hamper,PERSON,ORG,News
partners,apple inc.,tell,ORG,ORG,News
apple,companies,cost,ORG,ORG,News
bloomberg,companies,cost,PERSON,ORG,News
apple,iphone,cut,ORG,ORG,News
apple,iphone,decrease,ORG,ORG,News
partners,apple,tell,ORG,ORG,News
bloomberg,partners,tell,PERSON,ORG,News
cupertino,partners,tell,GPE,ORG,News
longterm,something,continue,NORP,PERSON,News
congress,twitter,pass,ORG,GPE,News
deloitte global,services,! provide,PERSON,ORG,News
apple,partners,tell,ORG,ORG,News
vehicles,consumers,buy,GPE,GPE,News
hyundai motor,vehicles,deliver,ORG,GPE,News
william shatner,jeff bezos,tell,PERSON,PERSON,News
expectations,demand,meet,PERSON,ORG,News
toyota,suppliers,ask,ORG,NORP,News
apple,suppliers,inform,ORG,NORP,News
customers,services,consume,ORG,ORG,News
the city council,falck,choose,ORG,PERSON,News
aapl,apple,buy,ORG,ORG,News
aapl,apple,sell,ORG,ORG,News
hardware security modules hsm,chips,bankgrade,ORG,ORG,News
retailers,stock,race,PERSON,ORG,News
unicredit,clients,tell,ORG,ORG,News
americans,delta,avoid,NORP,ORG,News
businesses,workers,find,PERSON,ORG,News
customers,smartphone,expect,ORG,PRODUCT,News
davis,insider,tell,PERSON,PERSON,News
spacex,customers,tell,ORG,ORG,News
customers,insider,tell,ORG,PERSON,News
insider,100,pay,PERSON,PRODUCT,News
insider,mills,avoid,PERSON,ORG,News
google,something,develop,ORG,PERSON,News
google,qualcomm,pay,ORG,PERSON,News
americans,money,spending,NORP,ORG,News
airlines,sales,report,ORG,PRODUCT,News
supply,dealerships,run,ORG,PERSON,News
manufacturers,dealerships,run,ORG,PERSON,News
volkswagens project trinity,volkswagen,revolutionize,ORG,ORG,News
tesla,china,accelerate,PRODUCT,GPE,News
kane pin,kane,change,PERSON,PERSON,News
revenue,earnings,soar,PRODUCT,ORG,News
everyone,cloud,start,ORG,PRODUCT,News
google,google pixel 6,unveil,ORG,ORG,News
china,america,eclipse,GPE,GPE,News
yeung,quartz,tell,PERSON,ORG,News
china,the united states,eclipse,GPE,GPE,News
intel,earnings,report,ORG,ORG,News
intel,expectations,beat,ORG,PERSON,News
apple,apple inc.,launch,ORG,ORG,News
apple,macs,transition,ORG,PERSON,News
apple,chip,transition,ORG,PERSON,News
carmakers,chips,use,ORG,ORG,News
salespeople,insider,tell,ORG,PERSON,News
buyers,chips,sell,ORG,ORG,News
wong,reuters,tell,PERSON,ORG,News
software,news,rank,ORG,ORG,News
customers,chips,sell,ORG,ORG,News
tesla,shanghai gigafactory,open,PRODUCT,GPE,News
asml,capacity,boost,ORG,ORG,News
teslas,model 3,sell,ORG,ORG,News
trading,shares,resume,PRODUCT,PERSON,News
hong kong,shares,resume,GPE,PERSON,News
laundrie,authorities,search,PERSON,ORG,News
tesla,money,rake,PRODUCT,ORG,News
tesla inc.,revenue,report,ORG,PRODUCT,News
tesla inc.,growth,increase,ORG,ORG,News
chip shortages,hp inc.,bedevil,PERSON,ORG,News
navitas,cash,expand,PERSON,PERSON,News
subscribe,micron,invest,PERSON,ORG,News
capital expenditures,micron,invest,ORG,ORG,News
mehrotra,cnbc,tell,PERSON,ORG,News
email,sandy mazza,reach,ORG,PERSON,News
inc. report,ford,rally,ORG,ORG,News
report,robinhood,vindicate,ORG,ORG,News
brokers,commissions,charge,ORG,ORG,News
sienna,sales,lead,ORG,PRODUCT,News
gelsinger,intel,join,PERSON,ORG,News
smartphone,nicole lee,sell,PRODUCT,PERSON,News
globalfoundries inc.,shares,list,ORG,PERSON,News
globalfoundries,globalfoundries ipo,launch,ORG,ORG,News
globalfoundries,cash,report,ORG,PERSON,News
users,miles,earn,ORG,PERSON,News
zoox,seattle,eye,GPE,GPE,News
zoox,seattle,pick,GPE,GPE,News
the financial times,huw pill,tell,ORG,PERSON,News
expectations,earnings,beat,PERSON,ORG,News
fields,usa today,tell,ORG,ORG,News
hertz,tesla,choose,GPE,PRODUCT,News
hertz,evs,buy,GPE,PERSON,News
customers,vehicles,charge,ORG,GPE,News
hertz,push,help,GPE,ORG,News
tesla,capital,raise,PRODUCT,ORG,News
workers,amazon,notify,ORG,ORG,News
goods,links,buy,ORG,ORG,News
the commerce department,data,publish,ORG,ORG,News
hertz,hertz teslas,rent,GPE,PERSON,News
hertz,tesla 3s,rent,GPE,PRODUCT,News
toyotas corolla,vehicles,sell,PERSON,GPE,News
hertz,model 3s,offer,GPE,ORG,News
tesla,evs,buy,PRODUCT,PERSON,News
the biden administrations,spending,upcome,ORG,GPE,News
the biden administrations,demand,cool,ORG,ORG,News
revenues,expectations,exceed,PERSON,PERSON,News
amd,revenue,gain,ORG,PRODUCT,News
chip shortages,manufacturers,hit,PERSON,ORG,News
the biden administration,americans,sell,ORG,NORP,News
trimble trmb,sales,expand,ORG,PRODUCT,News
banks,stocks,pull,ORG,PERSON,News
cook,reuters news,tell,PERSON,ORG,News
stores,consumers,return,ORG,GPE,News
apple,chips,buy,ORG,ORG,News
aapl report,sales,post,ORG,PRODUCT,News
customersre,sales,dangle,PERSON,PRODUCT,News
concerns,samsung electronics co.,express,PERSON,ORG,News
apple inc.,microsoft corp.,overtake,ORG,ORG,News
microsoft corp.,chip shortages,face,ORG,PERSON,News
chip shortages,apple,cost,PERSON,ORG,News
microsoft,apple,pass,ORG,ORG,News
apple,revenue,post,ORG,PRODUCT,News
companies,information,hand,ORG,ORG,News
democrats,china,change,NORP,GPE,News
home,everyone,stick,ORG,ORG,News
cramer,target,swap,ORG,GPE,News
vendors,products,finish,PRODUCT,ORG,News
dupont,shares,buy,ORG,PERSON,News
chip shortages,supply,! constrain,PERSON,ORG,News
companies,fears,spy,ORG,PERSON,News
companies,the us,ban,ORG,ORG,News
the commerce department,huawei,accuse,ORG,GPE,News
huawei,harmony os,bring,GPE,PERSON,News
china,huawei,use,GPE,GPE,News
fcc,data,collect,ORG,ORG,News
senate,bill,pass,ORG,PRODUCT,News
huawei,huawei p40 pro,launch,GPE,PERSON,News
feb,verizon,hit,GPE,GPE,News
huawei,fcc,drop,GPE,ORG,News
the us,huawei,block,ORG,GPE,News
